05-05-2020	108.9
05-06-2020
05-07-2020	108.3
05-08-2020
05-09-2020
05-10-2020	107.8
05-11-2020	107.5
05-12-2020	108.7
05-13-2020	108.6
05-14-2020
05-15-2020
05-16-2020	107.4
05-17-2020	107.8
05-18-2020
05-19-2020	107.7
05-20-2020	107.2
05-21-2020	107.4
05-22-2020	106.5
05-23-2020	106.9
05-24-2020	107.1
05-25-2020	107.4
05-26-2020	106.8
05-27-2020	106.9
05-28-2020	107
05-29-2020	106.4
05-30-2020	106
05-31-2020	105.9
06-01-2020	106
06-02-2020	105.6
06-03-2020	105.4
06-04-2020	105.1
06-05-2020	105.7
06-06-2020	105.4
06-07-2020	105.3
06-08-2020	105.8
06-09-2020	105.6
06-10-2020	105.2
06-11-2020	104.4
06-12-2020	104.5
06-13-2020	104.4
06-14-2020	104.4
06-15-2020	105.2
06-16-2020	105
06-17-2020	104.4
06-18-2020	104.2
06-19-2020	103.8
06-20-2020	103.9
06-21-2020	104.4
06-22-2020	104.1
06-23-2020	104.8
06-24-2020	105
06-25-2020	104.6
06-26-2020	104
06-27-2020	103.8
06-28-2020	103.4
06-29-2020	103.2
06-30-2020	104
07-01-2020	103.4
07-02-2020	103.3
07-03-2020	103
07-04-2020	103
07-05-2020	103.5
07-06-2020	103.7
07-07-2020
07-08-2020	102.8
07-09-2020	102.6
07-10-2020	102.5
07-11-2020	101.5
07-12-2020	102
07-13-2020	102.6
07-14-2020	102.7
07-15-2020	102.3
07-16-2020	102.2
07-17-2020	102.3
07-18-2020	102.1
07-19-2020	101.4
07-20-2020	101.6
07-21-2020	101.6
07-22-2020	101.8
07-23-2020	101.3
07-24-2020
07-25-2020
07-26-2020	101.8
07-27-2020	101.8
07-28-2020	102
07-29-2020	102.3
07-30-2020	101.9
07-31-2020	101.7
08-01-2020	101
08-02-2020	101.5
08-03-2020	101.2
08-04-2020	101.5
08-05-2020	101.5
08-06-2020	101.1
08-07-2020	100.5
08-08-2020	100.3
08-09-2020	100.6
08-10-2020	100.5
08-11-2020	101
08-12-2020	100.9
08-13-2020	99.8
08-14-2020	100
08-15-2020	100.8
08-16-2020	100.9
08-17-2020	100.4
08-18-2020	100.2
08-19-2020	99.7
08-20-2020	99.3
08-21-2020	99.2
08-22-2020	98.9
08-23-2020	99.6
08-24-2020	99.6
08-25-2020	99.7
08-26-2020	99.3
08-27-2020	98.8
08-28-2020	99.4
08-29-2020	99.2
08-30-2020	98.9
08-31-2020	99.1
09-01-2020	98.4
09-02-2020	98.3
09-03-2020	98.5
09-04-2020	98.4
09-05-2020	98.9
09-06-2020	98.5
09-07-2020	99.1
09-08-2020	98.9
09-09-2020	98.3
09-10-2020	98
09-11-2020	97.9
09-12-2020	97.8
09-13-2020	98.1
09-14-2020	98.5
09-15-2020	98
09-16-2020	97.8
09-17-2020	97.9
09-18-2020	97.9
09-19-2020	97.4
09-20-2020	97.8
09-21-2020	98.1
09-22-2020	97.7
09-23-2020	97.4
09-24-2020	96.7
09-25-2020	97
09-26-2020	96.3
09-27-2020	96.8
09-28-2020	97.1
09-29-2020	96.9
09-30-2020	97.8
10-01-2020	98.5
10-02-2020	97.8
10-03-2020	98.6
10-04-2020	97.8
10-05-2020	97.3
10-06-2020	97.8
10-07-2020	98
10-08-2020	97
10-09-2020	96.7
10-10-2020	96.7
10-11-2020	97
10-12-2020	98.2
10-13-2020	96.3
10-14-2020	96
10-15-2020	95.9
10-16-2020	95.4
10-17-2020	95.1
10-18-2020	95.3
10-19-2020	95.3
10-20-2020	95.2
10-21-2020	95.4
10-22-2020	94.8
10-23-2020	95.2
10-24-2020	94.5
10-25-2020	94
10-26-2020	94.6
10-27-2020	94.8
10-28-2020	95.1
10-29-2020	94.7
10-30-2020	94.7
10-31-2020	94.8
11-01-2020	94.6
11-02-2020	95.1
11-03-2020
11-04-2020
11-05-2020
11-06-2020	93.8
11-07-2020
11-08-2020
11-09-2020	93.7
11-10-2020
11-11-2020
11-12-2020	93.1
11-13-2020
11-14-2020
11-15-2020
11-16-2020
11-17-2020
11-18-2020	92.8
11-19-2020
11-20-2020	92.3
11-21-2020
11-22-2020
11-23-2020
11-24-2020
11-25-2020
11-26-2020
11-27-2020
11-28-2020
11-29-2020
11-30-2020
12-01-2020
12-02-2020
12-03-2020	92.1
12-04-2020
12-05-2020
12-06-2020
12-07-2020
12-08-2020
12-09-2020
12-10-2020
12-11-2020
12-12-2020
12-13-2020	92.2
12-14-2020
12-15-2020
12-16-2020
12-17-2020	92
12-18-2020	91.8
12-19-2020
12-20-2020
12-21-2020
12-22-2020
12-23-2020
12-24-2020
12-25-2020
12-26-2020
12-27-2020
12-28-2020
12-29-2020
12-30-2020
12-31-2020
01-01-2021
01-02-2021
01-03-2021
01-04-2021
01-05-2021
01-06-2021
01-07-2021
01-08-2021
01-09-2021
01-10-2021
01-11-2021
01-12-2021
01-13-2021
01-14-2021
01-15-2021
01-16-2021
01-17-2021
01-18-2021
01-19-2021
01-20-2021
01-21-2021
01-22-2021
01-23-2021
01-24-2021
01-25-2021
01-26-2021	91.4
01-27-2021
01-28-2021
01-29-2021	91.1
01-30-2021	90.9
01-31-2021
02-01-2021
02-02-2021
02-03-2021
02-09-2021	91.9
02-10-2021
02-11-2021
02-12-2021
02-13-2021
02-14-2021	90.2
02-15-2021
02-16-2021
02-17-2021
02-18-2021
02-19-2021
02-20-2021	90.1
02-21-2021
02-22-2021	90.8
02-23-2021
02-24-2021
02-25-2021
02-26-2021	89.9
02-27-2021	89.9
02-28-2021	91
03-01-2021	91
03-02-2021	90.3
03-03-2021	89.6
03-04-2021	89.5
03-05-2021
03-06-2021
03-07-2021
03-08-2021
03-09-2021	89.8
03-10-2021
03-11-2021	90.5
03-12-2021	89.6
03-13-2021	89.9
03-14-2021	89.9
03-15-2021	89.7
03-16-2021
03-17-2021
03-18-2021
03-19-2021
03-20-2021
03-21-2021	89.2
03-22-2021
03-23-2021
03-24-2021
03-25-2021
03-26-2021
03-27-2021	88.6
03-28-2021	89.3
03-29-2021
03-30-2021
03-31-2021
04-01-2021
04-02-2021
04-03-2021
04-04-2021
04-05-2021
04-06-2021
04-07-2021
04-08-2021
04-09-2021
04-10-2021
04-11-2021	90.4
04-12-2021
04-13-2021
04-14-2021	90.1
04-15-2021
04-16-2021
04-17-2021
04-18-2021
04-19-2021	88.8
04-20-2021	89
04-21-2021
04-22-2021	88.7
04-23-2021
04-24-2021
04-25-2021
04-26-2021
04-27-2021
04-28-2021
04-29-2021
04-30-2021	87.5
05-01-2021	88
05-02-2021	88.1
05-03-2021	88.1
05-04-2021	87.9
05-05-2021	88
05-06-2021	87.8
05-07-2021
05-08-2021	87.7
05-09-2021
05-10-2021	88.9
05-11-2021	88.2
05-12-2021	87.7
05-13-2021	87.7
05-14-2021	87.5
05-15-2021	87.5
05-16-2021
05-17-2021	87.9
05-18-2021	87.9
05-19-2021	87.6
05-20-2021
05-21-2021	86.9
05-22-2021
05-23-2021	87.5
05-24-2021	87.5
05-25-2021	87.4
05-26-2021	87.2
05-27-2021	86.5
05-28-2021
05-29-2021
05-30-2021
05-31-2021
06-01-2021	86.9
06-02-2021	87
06-03-2021	86.9
06-04-2021	86.6
06-05-2021	86.6
06-06-2021	86.3
06-07-2021	86.5
06-08-2021	86.5
06-09-2021	86.2
06-10-2021	86.2
06-11-2021	86.2
06-12-2021
06-13-2021
06-14-2021
06-15-2021	86.4
06-16-2021	86.2
06-17-2021	86.3
06-18-2021
06-19-2021	86.1
06-20-2021	86.5
06-21-2021	86.5
06-22-2021	86.4
06-23-2021	85.9
06-24-2021	86
06-25-2021
06-26-2021
06-27-2021
06-28-2021
06-29-2021
06-30-2021	86.3
07-01-2021	86.5
07-02-2021	86.5
07-03-2021	86.2
07-04-2021	86
07-05-2021	86.5
07-06-2021	86.2
07-07-2021	86.3
07-08-2021	85.8
07-09-2021	85.6
07-10-2021
07-11-2021
07-12-2021
07-13-2021
07-14-2021
07-15-2021
07-16-2021
07-17-2021
07-18-2021
07-19-2021
07-20-2021
07-21-2021
07-22-2021
07-23-2021
07-24-2021
07-25-2021
07-26-2021
07-27-2021
07-28-2021
07-29-2021
07-30-2021
07-31-2021	88.3
08-01-2021	88.4
08-02-2021	88.3
08-03-2021	87.7
08-04-2021
08-05-2021	87.7
08-06-2021
08-07-2021	87.2
08-08-2021
08-09-2021
08-10-2021
08-11-2021
08-12-2021
08-13-2021
08-14-2021
08-15-2021
08-16-2021
08-17-2021
08-18-2021
08-19-2021
08-20-2021
08-21-2021
08-22-2021
08-23-2021
08-24-2021
08-25-2021
08-26-2021
08-27-2021
08-28-2021
08-29-2021
08-30-2021
08-31-2021
09-01-2021
09-02-2021
09-03-2021
09-04-2021
09-05-2021
09-06-2021
09-07-2021
09-08-2021
09-09-2021
09-10-2021
09-11-2021
09-12-2021
09-13-2021
09-14-2021
09-15-2021
09-16-2021
09-17-2021
09-18-2021
09-19-2021
09-20-2021
09-21-2021
09-22-2021
09-23-2021
09-24-2021
09-25-2021
09-26-2021
09-27-2021
09-28-2021
09-29-2021
09-30-2021
10-01-2021
10-02-2021
10-03-2021
10-04-2021
10-05-2021
10-06-2021
10-07-2021
10-08-2021
10-09-2021
10-10-2021
10-11-2021
10-12-2021
10-13-2021
10-14-2021
10-15-2021
10-16-2021
10-17-2021
10-18-2021
10-19-2021
10-20-2021
10-21-2021
10-22-2021
10-23-2021
10-24-2021
10-25-2021
10-26-2021
10-27-2021
10-28-2021
10-29-2021
10-30-2021
10-31-2021
11-01-2021
11-02-2021
11-03-2021
11-04-2021
11-05-2021
11-06-2021
11-07-2021
11-08-2021
11-09-2021
11-10-2021	87.5
11-11-2021
11-12-2021
11-13-2021
11-14-2021
11-15-2021
11-16-2021
11-17-2021
11-18-2021
11-19-2021
11-20-2021
11-21-2021
11-22-2021
11-23-2021	86.3
11-24-2021
11-25-2021
11-26-2021
11-27-2021
11-28-2021
11-29-2021
11-30-2021
12-01-2021
12-02-2021
12-03-2021
12-04-2021
12-05-2021
12-06-2021
12-07-2021
12-08-2021
12-09-2021
12-10-2021
12-11-2021
12-12-2021
12-13-2021
12-14-2021
12-15-2021
12-16-2021
12-17-2021
12-18-2021
12-19-2021
12-20-2021
12-21-2021
12-22-2021
12-23-2021
12-24-2021
12-25-2021
12-26-2021
12-27-2021
12-28-2021
12-29-2021	86.9
12-30-2021
12-31-2021
